#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-04-05T08:57:08 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-04-05T08:57:08	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/ApJS/219/4/table7&-out.all&-out.max=99999	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22190004
#Name: J/ApJS/219/4
#Title: S4G pipeline 4: multi-component decompositions (Salo+, 2015)
#INFO	ivoid=ivo://cds.vizier/j/apjs/219/4	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/219/4	    IVOID of underlying data collection
#INFO	creator=Salo H.	    First author or institution
#INFO	cites=bibcode:2015ApJS..219....4S	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2015	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/219/4	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.22190004	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-06-28	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_219_4_table7:
#Name: J/ApJS/219/4/table7
#Title: *Parameters of final multicomponent decompositions
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Seq	(I4)	[1/2352] Running sequence number	[ucd=meta.id;meta.main]
#Column	Name	(a10)	Galaxy name	[ucd=meta.id]
#Column	Mod	(a8)	Type of final decomposition model (1)	[ucd=meta.note]
#Column	Nc	(I1)	[1/4] Number of components in the model (1-4)	[ucd=meta.number]
#Column	Q	(I1)	[3/5] Quality flag, 5=most reliable (2)	[ucd=meta.code.qual]
#Column	C	(a7)	Phsical interpretation of the component (1)	[ucd=meta.id;stat.fit]
#Column	Fn	(A8)	The GALFIT function used for the component (sersic, edgedisk, expdisk, ferrer2 or psf)	[ucd=meta.id;stat.fit]
#Column	f1	(F6.3)	[0.006/1]? "sersic" fraction of the total model flux	[ucd=stat.fit.param]
#Column	mag1	(F6.3)	[7/19.4]? "sersic" total 3.6um AB magnitude	[ucd=phot.mag;em.IR.3-4um]
#Column	q1	(F6.3)	[0.1/1]? "sersic" axis ratio (3)	[ucd=phys.size.axisRatio]
#Column	PA1	(F6.2)	[0.08/180]? "sersic" position angle (3)	[ucd=pos.posAng]
#Column	Re	(F6.2)	[0.004/430]? "sersic" effective radius (R_e_)	[ucd=phys.angSize]
#Column	n	(F6.3)	[0.01/20]? "sersic" parameter n	[ucd=stat.fit.param]
#Column	f2	(F6.3)	[0.02/1]? "edgedisk" fraction of the total model flux	[ucd=stat.fit.param]
#Column	mu02	(F6.3)	[11.8/24.6]? "edgedisk" central surface face-on brightness ({mu}_0_)	[ucd=phot.mag.sb]
#Column	PA2	(F6.2)	[-90/90]? "edgedisk" PA	[ucd=pos.posAng]
#Column	hr2	(F6.2)	[1/153]? "edgedisk" exponential scale length (h_r_)	[ucd=stat.fit.param]
#Column	hz2	(F5.2)	[0.003/39]? "edgedisk" z-scale h_z_	[ucd=stat.fit.param]
#Column	f3	(F6.3)	[0.02/1]? "expdisk" fraction of the total model flux	[ucd=stat.fit.param]
#Column	mag3	(F6.3)	[6.5/18.1]? "expdisk" total 3.6um AB magnitude	[ucd=phot.mag;em.IR.3-4um]
#Column	q3	(F6.3)	[0.1/1]? "expdisk" axis ratio (3)	[ucd=phys.size.axisRatio]
#Column	PA3	(F6.2)	[-90/90]? "expdisk" position angle (3)	[ucd=pos.posAng]
#Column	hr3	(F6.2)	[0.7/332]? "expdisk" exponential scale length (h_r_)	[ucd=stat.fit.param]
#Column	mu03	(F6.3)	[16.4/25.3]? "expdisk" central surface face-on brightness ({mu}_0_)	[ucd=phot.mag.sb]
#Column	f4	(F6.3)	[0.003/0.6]? "ferrer2" fraction of the total model flux	[ucd=stat.fit.param]
#Column	mu04	(F6.3)	[16/24.8]? "ferrer2" central surface sky brightness ({mu}_0_)	[ucd=phot.mag.sb]
#Column	q4	(F6.3)	[0.01/1]? "ferrer2" axis ratio (3)	[ucd=phys.size.axisRatio]
#Column	PA4	(F6.2)	[-90/90]? "ferrer2" position angle (3)	[ucd=pos.posAng]
#Column	Rbar	(F6.2)	[3.7/232.5]? "ferrer2" outer truncation radius of the bar (R_bar_)	[ucd=phys.size.radius]
#Column	f5	(F6.3)	[0.001/0.4]? "psf" fraction of the total model flux	[ucd=stat.fit.param]
#Column	mag5	(F6.3)	[11.5/21.1]? "psf" total 3.6um AB magnitude	[ucd=phot.mag;em.IR.3-4um]
recno	Seq	Name	Mod	Nc	Q	C	Fn	f1	mag1	q1	PA1	Re	n	f2	mu02	PA2	hr2	hz2	f3	mag3	q3	PA3	hr3	mu03	f4	mu04	q4	PA4	Rbar	f5	mag5
    4286	2123	UGC07089  	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	 0.176	21.853	 29.80	 17.17	 4.29	      	      	      	      	      	      	      	      	      	      	      	      	
    4287	2123	UGC07089  	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	 0.824	22.039	 27.35	 42.79	12.72	      	      	      	      	      	      	      	      	      	      	      	      	
    4288	2124	UGC07094  	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	14.222	 0.320	 36.88	 16.64	22.324	      	      	      	      	      	      	
    4289	2125	UGC07125  	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	13.976	 0.313	 85.45	 23.55	22.831	      	      	      	      	      	      	
    4290	2126	UGC07129  	_dbarfn 	3	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.842	13.155	 0.701	 71.24	  9.57	20.055	      	      	      	      	      	      	
    4291	2126	UGC07129  	_dbarfn 	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.106	19.529	 0.261	 61.72	 12.75	      	
    4292	2126	UGC07129  	_dbarfn 	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	 0.052	16.180
    4293	2127	UGC07133  	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.974	14.245	 0.580	 -3.40	 18.95	22.629	      	      	      	      	      	      	
    4294	2127	UGC07133  	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.026	22.324	 0.465	 87.69	  9.52	      	
    4295	2128	UGC07143  	_dn     	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.987	14.125	 0.582	-79.86	  6.57	20.210	      	      	      	      	      	      	
    4296	2128	UGC07143  	_dn     	2	5	N      	psf     	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	 0.013	18.828
    4297	2129	UGC07153  	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	 0.897	21.040	-13.76	 16.07	 4.15	      	      	      	      	      	      	      	      	      	      	      	      	
    4298	2129	UGC07153  	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	 0.103	19.533	 -9.84	  3.13	 0.81	      	      	      	      	      	      	      	      	      	      	      	      	
    4299	2130	UGC07170  	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	 0.344	20.020	 12.65	  7.78	 1.37	      	      	      	      	      	      	      	      	      	      	      	      	
    4300	2130	UGC07170  	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	 0.656	21.777	  9.34	 27.98	 4.93	      	      	      	      	      	      	      	      	      	      	      	      	
    4301	2131	UGC07175  	_dn     	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.991	14.960	 0.429	 80.18	 11.22	22.205	      	      	      	      	      	      	
    4302	2131	UGC07175  	_dn     	2	5	N      	psf     	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	 0.009	20.140
    4303	2132	UGC07184  	_dbarf  	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.964	14.330	 0.503	-37.31	 12.67	21.839	      	      	      	      	      	      	
    4304	2132	UGC07184  	_dbarf  	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.036	21.850	 0.178	-10.24	 14.25	      	
    4305	2133	UGC07186  	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	15.423	 0.172	 84.25	 21.49	24.080	      	      	      	      	      	      	
    4306	2134	UGC07189  	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.933	13.361	 0.486	-19.20	 22.56	22.123	      	      	      	      	      	      	
    4307	2134	UGC07189  	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.067	20.849	 0.390	 62.89	 13.16	      	
    4308	2135	UGC07218  	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	14.388	 0.612	-15.42	 16.76	22.505	      	      	      	      	      	      	
    4309	2136	UGC07239  	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.949	13.405	 0.805	-67.62	 30.28	22.806	      	      	      	      	      	      	
    4310	2136	UGC07239  	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.051	22.535	 0.525	 24.59	 20.61	      	
    4311	2138	UGC07249  	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	15.470	 0.263	 65.32	 19.33	23.896	      	      	      	      	      	      	
    4312	2139	UGC07257  	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.822	14.525	 0.652	-13.65	 11.13	21.753	      	      	      	      	      	      	
    4313	2139	UGC07257  	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.178	21.781	 0.286	 -4.78	 23.98	      	
    4314	2140	UGC07267  	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	14.340	 0.393	 49.83	 16.36	22.405	      	      	      	      	      	      	
    4315	2141	UGC07271  	_dd     	2	5	D      	sersic  	 0.419	15.339	 0.440	166.95	 24.14	 0.921	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
    4316	2141	UGC07271  	_dd     	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.581	14.977	 0.387	-25.65	 22.34	23.718	      	      	      	      	      	      	
    4317	2142	UGC07300  	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	15.151	 0.775	-47.99	 20.56	23.712	      	      	      	      	      	      	
    4318	2143	UGC07301  	_z      	1	5	Z      	edgedisk	      	      	      	      	      	      	 1.000	21.795	 81.10	 16.96	 3.94	      	      	      	      	      	      	      	      	      	      	      	      	
    4319	2144	UGC07321  	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	 0.717	21.730	 81.75	 49.42	 6.98	      	      	      	      	      	      	      	      	      	      	      	      	
    4320	2144	UGC07321  	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	 0.283	19.939	 61.42	 20.68	 1.67	      	      	      	      	      	      	      	      	      	      	      	      	
    4321	2146	UGC07387  	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	 1.000	19.173	 16.55	 12.49	 2.25	      	      	      	      	      	      	      	      	      	      	      	      	
    4322	2147	UGC07394  	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	 1.000	20.743	-33.58	 12.74	 3.09	      	      	      	      	      	      	      	      	      	      	      	      	
    4323	2148	UGC07396  	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.897	14.650	 0.275	-74.55	 17.29	22.834	      	      	      	      	      	      	
    4324	2148	UGC07396  	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.103	21.946	 0.522	-45.42	 13.17	      	
    4325	2149	UGC07408  	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	13.718	 0.775	 69.40	 27.75	22.929	      	      	      	      	      	      	
    4326	2150	UGC07490  	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	13.040	 0.897	-50.00	 26.14	22.122	      	      	      	      	      	      	
    4327	2151	UGC07522  	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	 1.000	18.790	-51.16	 19.88	 2.79	      	      	      	      	      	      	      	      	      	      	      	      	
    4328	2152	UGC07534  	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	14.385	 0.657	 37.16	 20.67	22.957	      	      	      	      	      	      	
    4329	2154	UGC07559  	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	14.048	 0.596	-40.00	 34.51	23.733	      	      	      	      	      	      	
    4330	2155	UGC07577  	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	12.690	 0.485	-54.40	 58.77	23.531	      	      	      	      	      	      	
    4331	2156	UGC07579  	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	 1.000	19.433	-50.07	  8.53	 2.61	      	      	      	      	      	      	      	      	      	      	      	      	
    4332	2157	UGC07590  	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.800	14.353	 0.484	 -7.53	  9.06	21.133	      	      	      	      	      	      	
    4333	2157	UGC07590  	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.200	19.669	 0.353	 14.30	  9.48	      	
    4334	2158	UGC07596  	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	14.452	 0.493	-46.20	 19.35	22.881	      	      	      	      	      	      	
    4335	2159	UGC07599  	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	14.938	 0.541	-51.60	 20.08	23.447	      	      	      	      	      	      	
    4336	2160	UGC07605  	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	14.522	 0.651	 29.20	 25.73	23.570	      	      	      	      	      	      	
    4337	2161	UGC07608  	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	14.484	 0.833	 78.50	 22.97	23.285	      	      	      	      	      	      	
    4338	2162	UGC07612  	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	14.418	 0.549	-35.73	 22.79	23.202	      	      	      	      	      	      	
    4339	2163	UGC07639  	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	13.894	 0.597	-29.29	 22.01	22.602	      	      	      	      	      	      	
    4340	2164	UGC07673  	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	14.921	 0.844	-50.80	 21.58	23.587	      	      	      	      	      	      	
    4341	2165	UGC07690  	_dd     	2	5	D      	sersic  	 0.356	14.328	 0.749	144.63	 20.75	 0.819	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
    4342	2165	UGC07690  	_dd     	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.644	13.658	 0.766	 18.86	 21.62	22.328	      	      	      	      	      	      	
    4343	2166	UGC07697  	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.951	14.619	 0.242	-82.83	 14.24	22.381	      	      	      	      	      	      	
    4344	2166	UGC07697  	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.049	20.832	 0.311	-88.22	  6.95	      	
    4345	2167	UGC07698  	_d      	1	4	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	13.378	 0.491	-11.46	 66.92	24.502	      	      	      	      	      	      	
    4346	2168	UGC07699  	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.951	12.997	 0.275	 34.19	 32.90	22.578	      	      	      	      	      	      	
    4347	2168	UGC07699  	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.049	21.408	 0.080	 34.76	 37.64	      	
    4348	2169	UGC07700  	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.875	14.119	 0.725	 74.53	 20.87	22.712	      	      	      	      	      	      	
    4349	2169	UGC07700  	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.125	21.705	 0.322	-88.11	 21.30	      	
    4350	2170	UGC07719  	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	14.717	 0.364	-12.47	 23.86	23.601	      	      	      	      	      	      	
    4351	2171	UGC07730  	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	15.487	 0.713	 40.03	 11.45	22.777	      	      	      	      	      	      	
    4352	2172	UGC07739  	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	14.157	 0.830	-66.19	 21.33	22.797	      	      	      	      	      	      	
    4353	2173	UGC07774  	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	 0.308	21.670	-81.00	 18.35	 3.03	      	      	      	      	      	      	      	      	      	      	      	      	
    4354	2173	UGC07774  	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	 0.692	22.147	-58.91	 32.07	 8.10	      	      	      	      	      	      	      	      	      	      	      	      	
    4355	2174	UGC07780  	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	16.007	 0.271	 50.24	 14.97	23.879	      	      	      	      	      	      	
    4356	2175	UGC07795  	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	15.158	 0.699	 17.96	 20.03	23.662	      	      	      	      	      	      	
    4357	2176	UGC07802  	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	 0.381	20.450	 58.62	 10.62	 1.86	      	      	      	      	      	      	      	      	      	      	      	      	
    4358	2176	UGC07802  	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	 0.619	22.005	 42.41	 27.21	 6.60	      	      	      	      	      	      	      	      	      	      	      	      	
    4359	2177	UGC07824  	_dbarf  	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.927	14.696	 0.548	 81.10	 16.58	22.790	      	      	      	      	      	      	
    4360	2177	UGC07824  	_dbarf  	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.073	23.260	 0.655	 65.66	 17.42	      	
    4361	2178	UGC07844  	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	 1.000	20.866	-15.41	  9.32	 2.30	      	      	      	      	      	      	      	      	      	      	      	      	
    4362	2179	UGC07848  	_dn     	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.995	13.538	 0.431	 58.31	 18.24	21.839	      	      	      	      	      	      	
    4363	2179	UGC07848  	_dn     	2	5	N      	psf     	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	 0.005	19.381
    4364	2181	UGC07908  	_zn     	2	4	Z      	edgedisk	      	      	      	      	      	      	 0.990	20.794	 50.54	 11.51	 4.33	      	      	      	      	      	      	      	      	      	      	      	      	
    4365	2181	UGC07908  	_zn     	2	4	N      	psf     	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	 0.010	19.569
    4366	2182	UGC07911  	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.937	12.877	 0.720	 23.87	 42.77	23.028	      	      	      	      	      	      	
    4367	2182	UGC07911  	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.063	22.497	 0.259	 49.64	 40.45	      	
    4368	2183	UGC07941  	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.908	14.531	 0.263	  8.22	 18.79	22.896	      	      	      	      	      	      	
    4369	2183	UGC07941  	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.092	21.685	 0.374	 20.90	 13.69	      	
    4370	2184	UGC07943  	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.935	13.559	 0.736	 46.10	 17.26	21.739	      	      	      	      	      	      	
    4371	2184	UGC07943  	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.065	21.643	 0.420	-12.84	 16.41	      	
    4372	2186	UGC07950  	_dd     	2	5	D      	sersic  	 0.306	15.219	 0.503	 77.85	 18.53	 0.493	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
    4373	2186	UGC07950  	_dd     	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.694	14.319	 0.603	 24.26	 20.56	22.879	      	      	      	      	      	      	
    4374	2187	UGC07982  	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	 1.000	19.616	  0.23	 20.49	 4.73	      	      	      	      	      	      	      	      	      	      	      	      	
    4375	2188	UGC07991  	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	 0.416	19.948	-10.15	 12.18	 1.94	      	      	      	      	      	      	      	      	      	      	      	      	
    4376	2188	UGC07991  	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	 0.584	21.566	 -6.15	 30.40	 6.52	      	      	      	      	      	      	      	      	      	      	      	      	
    4377	2189	UGC08040  	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	 1.000	17.840	 55.19	  6.83	 1.44	      	      	      	      	      	      	      	      	      	      	      	      	
    4378	2190	UGC08041  	_dbarn  	3	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.956	12.345	 0.508	-16.32	 34.52	22.031	      	      	      	      	      	      	
    4379	2190	UGC08041  	_dbarn  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.034	22.246	 0.361	 74.45	 29.04	      	
    4380	2190	UGC08041  	_dbarn  	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	 0.010	17.293
    4381	2191	UGC08042  	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.886	14.836	 0.586	-15.70	 13.07	22.413	      	      	      	      	      	      	
    4382	2191	UGC08042  	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.114	20.539	 0.440	 81.48	  7.28	      	
    4383	2192	UGC08048  	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	 1.000	23.155	 60.78	 18.05	 7.24	      	      	      	      	      	      	      	      	      	      	      	      	
    4384	2193	UGC08052  	_dbarn  	3	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.851	13.580	 0.253	-28.53	 14.23	21.341	      	      	      	      	      	      	
    4385	2193	UGC08052  	_dbarn  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.130	20.101	 0.584	 -5.36	 10.06	      	
    4386	2193	UGC08052  	_dbarn  	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	 0.018	17.749
    4387	2194	UGC08053  	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	14.754	 0.500	 25.49	 16.09	22.782	      	      	      	      	      	      	
    4388	2195	UGC08056  	_bdbarf 	3	5	B      	sersic  	 0.017	19.275	 0.647	 87.49	  3.10	 0.393	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
    4389	2195	UGC08056  	_bdbarf 	3	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.927	14.917	 0.483	-20.79	 15.46	22.857	      	      	      	      	      	      	
    4390	2195	UGC08056  	_bdbarf 	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.056	22.647	 0.385	 -5.56	 13.50	      	
    4391	2196	UGC08067  	_dd     	2	3	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.726	13.249	 0.204	-42.98	  9.17	20.055	      	      	      	      	      	      	
    4392	2196	UGC08067  	_dd     	2	3	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.274	14.304	 0.259	-42.64	 21.22	22.933	      	      	      	      	      	      	
    4393	2197	UGC08084  	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.882	14.184	 0.721	 68.66	 20.99	22.790	      	      	      	      	      	      	
    4394	2197	UGC08084  	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.118	21.357	 0.255	 74.55	 19.06	      	
    4395	2198	UGC08085  	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.883	13.690	 0.247	-65.19	 20.99	22.295	      	      	      	      	      	      	
    4396	2198	UGC08085  	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	      	     	      	      	      	      	      	      	 0.117	20.928	 0.196	-57.31	 22.48	      	
    4397	2199	UGC08127  	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	15.374	 0.329	 18.77	 13.50	23.022	      	      	      	      	      	      	
    4398	2200	UGC08146  	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	 0.225	21.395	 30.20	 10.16	 2.87	      	      	      	      	      	      	      	      	      	      	      	      	
    4399	2200	UGC08146  	_zz     	2	4	Z      	edgedisk	      	      	      	      	      	      	 0.775	22.229	 22.68	 35.03	 8.28	      	      	      	      	      	      	      	      	      	      	      	      	
    4400	2201	UGC08153  	_bd     	2	5	B      	sersic  	 0.092	16.910	 0.603	125.77	  8.47	 1.205	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
    4401	2201	UGC08153  	_bd     	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.908	14.363	 0.887	  2.63	 17.59	22.585	      	      	      	      	      	      	
    4402	2202	UGC08155  	_bd     	2	5	B      	sersic  	 0.476	13.827	 0.951	 97.90	  6.30	 4.918	      	      	      	      	     	      	      	      	      	      	      	      	      	      	      	      	      	
    4403	2202	UGC08155  	_bd     	2	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 0.524	13.712	 0.797	 15.06	 26.16	22.796	      	      	      	      	      	      	
    4404	2203	UGC08166  	_z      	1	4	zdisk  	edgedisk	      	      	      	      	      	      	 1.000	20.985	-24.47	  5.37	 1.77	      	      	      	      	      	      	      	      	      	      	      	      	
    4405	2204	UGC08181  	_d      	1	5	D      	expdisk 	      	      	      	      	      	      	      	      	      	      	     	 1.000	15.395	 0.296	 80.01	 13.19	22.993	      	      	      	      	      	      	
